product_id,order_date,quantity,country,supplier
LDPE Granule,10/15/2025,89,China,Rempel-Wolf
PET Flake,12/4/2025,64,United States,Mosciski-Bogan
PET Flake,5/26/2025,60,Russia,Brown Group
HDPE Granule,9/30/2025,98,China,Hessel Group
LDPE Granule,5/23/2024,100,Portugal,Schmeler LLC
LDPE Granule,7/29/2024,99,Brazil,Franecki Inc
LDPE Granule,3/31/2025,80,China,"Ullrich, Lind and Rice"
HDPE Granule,10/7/2024,34,Serbia,Dooley LLC
PET Flake,3/25/2025,60,Ireland,Auer Inc
HDPE Granule,11/4/2025,77,Indonesia,Nienow-Runolfsdottir
PET Flake,1/9/2025,35,Finland,"Jerde, Walker and Berge"
PET Flake,10/13/2024,35,China,Abernathy Group
HDPE Granule,5/16/2025,87,China,Barton-Crooks
HDPE Granule,1/24/2025,26,China,Miller-Kovacek
HDPE Granule,12/26/2025,81,Russia,Hirthe-Emard
LDPE Granule,1/3/2024,59,China,Baumbach-Carroll
LDPE Granule,4/27/2025,64,Russia,Strosin and Sons
PET Flake,7/13/2025,50,Syria,Blanda and Sons
PET Flake,6/16/2024,53,China,Marks Inc
PET Flake,1/22/2025,67,China,Price Group
HDPE Granule,8/18/2025,36,Brazil,"Reilly, Muller and Stanton"
HDPE Granule,5/28/2024,80,Switzerland,"Crona, Keebler and Champlin"
PET Flake,4/8/2025,74,Thailand,Nader Inc
PET Flake,7/8/2024,96,Greenland,Bauch-Douglas
LDPE Granule,8/2/2024,92,Czech Republic,Tremblay-Wuckert
LDPE Granule,10/25/2025,22,Russia,Zulauf and Sons
LDPE Granule,9/19/2025,65,China,"Green, Nolan and Leannon"
PET Flake,10/8/2025,64,France,"Little, Ruecker and Schmidt"
LDPE Granule,10/23/2025,56,Italy,Wunsch-Willms
LDPE Granule,10/22/2025,23,Portugal,Carter-Streich
PET Flake,12/5/2024,74,Argentina,Ryan Group
HDPE Granule,8/5/2025,4,Pakistan,Herman LLC
LDPE Granule,6/15/2025,19,Nigeria,Skiles-Littel
HDPE Granule,12/20/2024,25,China,"Spinka, Brekke and Swaniawski"
LDPE Granule,9/10/2025,93,Afghanistan,Hamill Group
PET Flake,12/13/2025,66,Indonesia,Bartell-Lockman
LDPE Granule,10/25/2025,47,Portugal,O'Connell LLC
PET Flake,7/3/2024,36,Czech Republic,Keebler and Sons
LDPE Granule,9/20/2025,56,Colombia,Rolfson-Corkery
LDPE Granule,1/10/2024,60,Honduras,"Terry, Quigley and Graham"
HDPE Granule,6/19/2024,36,Greece,"Weimann, Crist and Robel"
HDPE Granule,1/1/2025,53,China,"Hane, Flatley and Tillman"
HDPE Granule,9/30/2025,85,Peru,Gibson Inc
HDPE Granule,12/20/2025,44,China,"Lemke, Hegmann and Bergstrom"
LDPE Granule,7/3/2024,95,Argentina,Runte-Dibbert
HDPE Granule,2/8/2025,71,Thailand,"Miller, Johns and Watsica"
HDPE Granule,3/8/2025,85,Indonesia,"Moore, Gislason and Kozey"
LDPE Granule,7/29/2024,26,France,"Abernathy, Huels and Legros"
PET Flake,2/15/2025,93,Ethiopia,Beatty-Toy
LDPE Granule,7/28/2024,49,Yemen,Cronin-Franecki
HDPE Granule,10/12/2024,41,Germany,Kohler-Ortiz
HDPE Granule,3/31/2024,65,Russia,Collier LLC
HDPE Granule,7/4/2024,76,Palestinian Territory,Von-Wintheiser
LDPE Granule,4/5/2024,93,Sierra Leone,"Schuppe, Christiansen and Von"
HDPE Granule,2/19/2025,34,Thailand,Little-Barton
HDPE Granule,3/3/2025,26,Indonesia,Kirlin LLC
PET Flake,8/9/2025,22,China,Braun-Feil
LDPE Granule,3/27/2025,59,China,Larkin Inc
LDPE Granule,10/21/2025,90,Sweden,Doyle LLC
HDPE Granule,11/22/2025,89,China,"Bartoletti, Auer and Pollich"
HDPE Granule,2/25/2024,83,Russia,Heaney-Carter
HDPE Granule,10/3/2025,90,Sweden,Kshlerin LLC
PET Flake,8/3/2024,9,Sweden,Koss and Sons
LDPE Granule,4/22/2024,30,Indonesia,Beer Group
PET Flake,6/14/2025,15,Indonesia,"Quitzon, Lesch and Ritchie"
LDPE Granule,1/22/2025,8,China,"Crist, Marquardt and Ziemann"
HDPE Granule,6/12/2024,35,Russia,Vandervort-Kuhn
LDPE Granule,12/28/2024,28,China,Harber and Sons
LDPE Granule,5/3/2024,62,China,Vandervort-Runolfsson
PET Flake,11/10/2024,79,Brazil,Bradtke Group
PET Flake,4/15/2025,66,Kosovo,Lockman-Predovic
LDPE Granule,4/24/2024,41,Russia,Brekke-Haag
HDPE Granule,5/7/2025,97,Greece,"Connelly, McCullough and Stamm"
HDPE Granule,4/26/2024,19,Russia,Halvorson-Schneider
LDPE Granule,4/12/2024,4,Kenya,Kling LLC
LDPE Granule,6/28/2025,97,France,"Abbott, Lebsack and Jacobs"
LDPE Granule,12/24/2025,85,Japan,King-Sauer
HDPE Granule,5/26/2025,94,China,Harber-Koelpin
LDPE Granule,5/6/2025,41,Indonesia,"Toy, DuBuque and Harris"
HDPE Granule,1/26/2025,91,China,Connelly-Denesik
HDPE Granule,7/1/2024,5,Estonia,Gusikowski Inc
HDPE Granule,4/24/2025,2,China,Armstrong-Glover
PET Flake,1/3/2024,97,Greece,"West, West and Stanton"
LDPE Granule,3/1/2025,68,Indonesia,Stoltenberg-Schmeler
PET Flake,12/20/2025,65,Bolivia,Rau and Sons
HDPE Granule,2/3/2024,71,Indonesia,Hirthe and Sons
LDPE Granule,9/6/2025,17,Philippines,"Schroeder, Wintheiser and Fadel"
HDPE Granule,10/31/2025,1,Indonesia,"Weissnat, Glover and Braun"
HDPE Granule,10/2/2025,11,Afghanistan,Boyer Inc
LDPE Granule,3/7/2024,65,Ireland,Hermiston-Kuhic
LDPE Granule,3/6/2025,99,Indonesia,Jacobi and Sons
LDPE Granule,11/5/2024,20,Russia,Treutel-O'Reilly
LDPE Granule,9/4/2024,4,Indonesia,Hagenes Group
LDPE Granule,5/29/2024,69,Philippines,"Steuber, Hagenes and Kreiger"
LDPE Granule,10/5/2025,77,Guatemala,Paucek LLC
LDPE Granule,5/28/2024,5,Russia,"Ward, Lehner and Ryan"
PET Flake,5/24/2024,25,Croatia,"Jones, Fadel and Rice"
HDPE Granule,11/15/2025,62,Portugal,"Ledner, Cummerata and Wilkinson"
HDPE Granule,8/4/2024,25,Argentina,Hills Inc
LDPE Granule,9/17/2024,56,Indonesia,Wisoky-Langosh
PET Flake,1/26/2024,48,Philippines,Rohan-Hessel
HDPE Granule,11/25/2024,82,Russia,Runolfsdottir and Sons
HDPE Granule,12/28/2025,45,China,Davis Group
LDPE Granule,12/20/2024,76,Russia,Barrows LLC
HDPE Granule,9/1/2024,61,Indonesia,Pouros-White
HDPE Granule,10/27/2025,25,Poland,Gleichner-Marks
LDPE Granule,8/21/2025,32,Panama,Medhurst and Sons
HDPE Granule,4/13/2025,96,United States,Reilly-Heidenreich
LDPE Granule,6/13/2024,9,France,Harvey Group
LDPE Granule,4/19/2025,100,Indonesia,"Bergnaum, Leffler and Windler"
HDPE Granule,9/14/2024,86,China,Kihn-Reilly
PET Flake,11/5/2024,62,Indonesia,Hessel-Cruickshank
LDPE Granule,5/10/2024,85,Poland,Streich-Murray
LDPE Granule,3/14/2024,52,China,"Buckridge, Schuppe and Hansen"
LDPE Granule,11/1/2025,72,Nicaragua,McLaughlin and Sons
HDPE Granule,3/26/2024,93,Indonesia,O'Connell-Herman
HDPE Granule,3/17/2024,34,China,"Koch, Kunde and Gutmann"
PET Flake,12/21/2024,21,Indonesia,Mraz and Sons
PET Flake,1/4/2025,6,Sweden,"Jerde, Rice and Nicolas"
PET Flake,4/6/2024,58,Saudi Arabia,Hermann Group
HDPE Granule,2/7/2024,52,Russia,Altenwerth-Turner
PET Flake,6/8/2025,85,China,Daniel and Sons
LDPE Granule,11/8/2024,72,China,"Rutherford, Funk and Murazik"
LDPE Granule,7/29/2024,38,Tanzania,Lebsack Inc
LDPE Granule,9/18/2025,66,Philippines,Green Group
HDPE Granule,4/21/2024,80,China,"Beer, Bergnaum and Rohan"
PET Flake,12/15/2024,8,Russia,Predovic Inc
HDPE Granule,3/7/2025,56,Portugal,"Willms, Franecki and Schroeder"
HDPE Granule,9/9/2024,47,France,Gutkowski LLC
PET Flake,3/4/2024,88,North Korea,Wolff LLC
PET Flake,12/20/2024,93,Indonesia,Gerlach LLC
PET Flake,3/17/2024,77,Ukraine,Kirlin-Schaefer
HDPE Granule,12/25/2024,81,Ivory Coast,Leffler-Smith
PET Flake,4/14/2024,88,Canada,Denesik-Rowe
LDPE Granule,6/18/2024,67,Philippines,"Mohr, Hickle and Williamson"
PET Flake,12/30/2024,94,Russia,Lebsack Inc
HDPE Granule,11/3/2025,45,Ukraine,Powlowski Inc
HDPE Granule,3/27/2024,77,China,Herman-Harris
HDPE Granule,8/20/2024,100,Ukraine,Runte-Harris
LDPE Granule,9/30/2025,51,Japan,Kunze-Mraz
LDPE Granule,11/11/2024,35,Malaysia,Stiedemann LLC
HDPE Granule,7/15/2025,35,China,Rempel-Leuschke
PET Flake,10/31/2025,37,Moldova,Fay Group
LDPE Granule,2/6/2024,65,Syria,Carroll LLC
LDPE Granule,1/30/2025,15,Finland,Becker Group
PET Flake,12/25/2025,72,Mexico,Schuster Inc
LDPE Granule,4/4/2024,39,New Zealand,"Pollich, Kreiger and McLaughlin"
PET Flake,3/10/2024,41,Indonesia,"Herzog, Cummings and Olson"
HDPE Granule,12/27/2024,30,China,Nolan LLC
PET Flake,8/10/2024,87,Sweden,"Farrell, Hodkiewicz and Walter"
LDPE Granule,9/13/2025,75,Benin,"Barrows, Erdman and Reichel"
PET Flake,12/1/2025,26,Tanzania,"Osinski, Lemke and Schaefer"
LDPE Granule,5/9/2025,82,Finland,"O'Hara, Lakin and Thompson"
PET Flake,7/16/2025,82,Japan,"McGlynn, Tillman and Auer"
PET Flake,12/1/2025,76,France,Bauch-Lehner
LDPE Granule,11/20/2024,56,Ukraine,Swaniawski Inc
PET Flake,10/19/2024,98,France,Steuber-Funk
PET Flake,11/13/2024,84,Philippines,Feeney-Kertzmann
LDPE Granule,5/13/2025,35,Russia,O'Conner-Altenwerth
HDPE Granule,3/7/2024,95,Brazil,"McClure, Raynor and Gorczany"
HDPE Granule,3/2/2024,33,Turkmenistan,Ledner-Schneider
LDPE Granule,6/11/2025,88,China,Wilderman and Sons
LDPE Granule,7/17/2024,71,Palestinian Territory,"Ernser, Langworth and Goldner"
PET Flake,3/18/2024,67,China,Wolff-Kerluke
LDPE Granule,6/21/2025,61,Germany,"Padberg, Dibbert and Mayert"
HDPE Granule,7/4/2024,44,Finland,"Bosco, Aufderhar and Rice"
HDPE Granule,9/15/2024,56,Indonesia,"Douglas, Hilll and Welch"
HDPE Granule,6/9/2025,78,China,Wyman-Nitzsche
PET Flake,5/30/2024,36,China,Beatty Group
HDPE Granule,9/28/2025,52,China,Turcotte LLC
HDPE Granule,10/25/2025,36,Malaysia,Murphy Inc
PET Flake,3/4/2024,3,China,"Hintz, Morar and Deckow"
LDPE Granule,4/1/2024,30,Philippines,Fadel LLC
PET Flake,11/4/2024,23,China,Krajcik LLC
HDPE Granule,12/27/2025,7,China,Vandervort-Metz
PET Flake,6/29/2024,14,Sweden,Koch-Boehm
HDPE Granule,1/25/2025,63,Afghanistan,Hills-O'Conner
PET Flake,2/16/2025,63,Nicaragua,Hintz Group
HDPE Granule,3/17/2025,87,Argentina,"Cummings, Hills and Stark"
HDPE Granule,1/12/2024,14,United States,"Johnston, Klocko and Witting"
PET Flake,5/16/2025,53,Sweden,Upton Group
PET Flake,10/23/2024,96,Albania,Bednar-Ziemann
HDPE Granule,10/26/2025,98,Russia,Schuppe LLC
PET Flake,10/30/2025,35,France,Keeling and Sons
PET Flake,2/16/2024,28,Portugal,Abshire Inc
LDPE Granule,6/16/2024,89,North Korea,"Boehm, Simonis and Schinner"
PET Flake,4/29/2024,100,Dominican Republic,"Bashirian, Romaguera and Hegmann"
HDPE Granule,7/31/2024,47,Solomon Islands,Rosenbaum Inc
LDPE Granule,8/17/2024,77,China,Jaskolski LLC
HDPE Granule,11/4/2024,12,Uzbekistan,Hintz-Dietrich
HDPE Granule,6/24/2025,58,China,Braun Group
LDPE Granule,9/19/2025,8,United States,Schmitt-Gibson
LDPE Granule,6/19/2025,30,United States,Watsica-Mayert
LDPE Granule,1/29/2025,40,Israel,Parisian Group
HDPE Granule,12/18/2025,11,Philippines,Gulgowski Group
PET Flake,8/17/2025,2,Portugal,Mills Group
PET Flake,1/2/2025,90,Philippines,Pfeffer Group
PET Flake,12/15/2025,28,China,Goyette-Jenkins
HDPE Granule,6/4/2025,22,Philippines,Nitzsche Inc
LDPE Granule,8/5/2024,81,Peru,Cole-VonRueden
LDPE Granule,7/3/2025,22,Indonesia,"Hettinger, West and O'Kon"
HDPE Granule,4/4/2024,50,Russia,O'Keefe and Sons
LDPE Granule,10/31/2025,5,Yemen,Kessler LLC
LDPE Granule,11/4/2024,89,Tanzania,Hintz-Mann
LDPE Granule,8/4/2025,84,China,"Turcotte, Ferry and Erdman"
HDPE Granule,6/5/2024,50,Indonesia,"Mayert, Koch and Beier"
LDPE Granule,5/14/2025,86,Argentina,Gleason and Sons
LDPE Granule,7/31/2024,30,Nigeria,Torp LLC
PET Flake,7/4/2024,93,Togo,Wunsch Group
PET Flake,4/20/2025,36,Philippines,Macejkovic Inc
LDPE Granule,10/24/2025,81,Brazil,Thompson-Macejkovic
HDPE Granule,11/4/2025,48,Armenia,Jacobs and Sons
HDPE Granule,4/8/2025,15,Indonesia,"Torp, Welch and Collier"
HDPE Granule,1/17/2025,74,Argentina,Kilback-Gutmann
PET Flake,8/13/2025,57,Portugal,Hartmann Group
LDPE Granule,12/29/2024,98,Russia,Ryan-White
PET Flake,2/24/2024,35,Armenia,Smitham-Mohr
LDPE Granule,5/30/2025,1,Philippines,Gibson-Stokes
PET Flake,4/4/2025,68,Japan,"Purdy, Doyle and Schimmel"
PET Flake,11/9/2024,94,Japan,Gleason-Rippin
HDPE Granule,5/15/2025,21,Portugal,"Weber, Jerde and Ritchie"
LDPE Granule,7/28/2025,91,Cameroon,Gleichner-Yost
LDPE Granule,9/24/2025,38,Egypt,Dicki LLC
PET Flake,5/15/2024,1,Ireland,Adams-Conroy
PET Flake,11/14/2024,68,Indonesia,Weimann-Ondricka
PET Flake,8/26/2025,76,Colombia,Moen-Stokes
HDPE Granule,9/1/2024,88,Ireland,Hudson-Bergstrom
LDPE Granule,12/17/2024,9,Russia,"Watsica, Feil and O'Kon"
HDPE Granule,3/29/2025,82,United States,"Gerlach, Kiehn and Champlin"
PET Flake,2/15/2025,81,India,"Schulist, Kemmer and Rogahn"
PET Flake,8/21/2024,71,Kyrgyzstan,Adams-Kassulke
HDPE Granule,8/20/2024,85,Peru,"Zieme, Marvin and Ziemann"
HDPE Granule,11/21/2024,61,Indonesia,Dickinson-Turcotte
PET Flake,6/8/2025,91,Dominican Republic,Macejkovic LLC
HDPE Granule,11/3/2024,49,Turkey,Armstrong-Kuphal
HDPE Granule,4/8/2024,100,China,Jerde-Oberbrunner
LDPE Granule,7/18/2024,34,Kenya,Casper-Wisozk
HDPE Granule,12/2/2025,73,Indonesia,Effertz-Harber
HDPE Granule,1/22/2025,79,France,"Daugherty, Koelpin and King"
HDPE Granule,2/5/2024,72,China,Little-Bergstrom
PET Flake,12/29/2024,45,Indonesia,"Watsica, Kertzmann and Mayer"
LDPE Granule,8/9/2024,63,France,Cummerata-Kirlin
LDPE Granule,12/29/2025,66,Indonesia,Rau-Dietrich
LDPE Granule,9/24/2024,61,Guatemala,Rolfson Group
PET Flake,5/18/2024,59,Indonesia,Kulas LLC
PET Flake,2/24/2024,9,China,"Mann, Smitham and Lubowitz"
HDPE Granule,10/28/2025,48,China,Gleason-Hackett
HDPE Granule,8/14/2025,75,Argentina,"Bahringer, Mueller and Zulauf"
HDPE Granule,2/7/2025,91,Malta,Lockman Group
LDPE Granule,1/16/2024,52,Philippines,Bruen-Rowe
LDPE Granule,11/25/2024,29,China,Heller-Pollich
PET Flake,4/27/2025,60,Indonesia,"Boyer, Sanford and Johnston"
LDPE Granule,7/13/2025,20,Indonesia,Gerhold-Reinger
HDPE Granule,10/14/2024,67,Indonesia,"Keeling, Zulauf and Cremin"
PET Flake,7/17/2025,91,China,Johnston LLC
HDPE Granule,3/31/2024,74,France,Berge-Abbott
PET Flake,1/10/2024,23,Ivory Coast,"Feeney, Nicolas and Pollich"
HDPE Granule,5/30/2025,2,United States,"Casper, Denesik and Larson"
LDPE Granule,5/3/2024,55,Indonesia,Schinner LLC
PET Flake,7/12/2025,20,China,Smith LLC
HDPE Granule,6/27/2025,2,Iraq,Gottlieb and Sons
HDPE Granule,4/3/2025,29,Mongolia,Schumm-Mosciski
PET Flake,10/10/2025,34,United States,Kuhic and Sons
LDPE Granule,4/23/2024,13,Japan,Emmerich-Hayes
PET Flake,3/27/2025,64,Brazil,"Kreiger, Hamill and White"
HDPE Granule,12/16/2025,96,China,"West, Hilll and Denesik"
HDPE Granule,3/23/2025,37,Portugal,"Durgan, Emard and Waters"
PET Flake,2/22/2024,5,China,Kerluke-Morissette
PET Flake,5/29/2024,66,Russia,"Fadel, Durgan and Bartoletti"
PET Flake,8/18/2025,49,Philippines,"Marquardt, Cremin and Schaden"
HDPE Granule,10/11/2024,82,South Africa,"Labadie, Roob and Kuhlman"
HDPE Granule,8/30/2024,40,Argentina,"Parker, Schneider and Botsford"
LDPE Granule,5/8/2024,90,Indonesia,"Schmidt, Farrell and Marks"
LDPE Granule,7/26/2025,49,Portugal,Gutkowski LLC
LDPE Granule,7/15/2024,86,Guatemala,Goldner Group
LDPE Granule,9/23/2025,55,Vietnam,Blick LLC
HDPE Granule,2/26/2024,56,Philippines,Gusikowski-Keeling
PET Flake,8/14/2025,73,Palestinian Territory,Russel-Marquardt
PET Flake,3/30/2024,50,Indonesia,"Hoppe, Larson and Rolfson"
PET Flake,6/9/2025,87,Brazil,Hintz Inc
HDPE Granule,6/21/2024,35,China,Reichert-Bogisich
PET Flake,2/9/2025,61,China,Pouros LLC
HDPE Granule,6/29/2024,96,Russia,"Leffler, Hackett and Heller"
LDPE Granule,8/14/2025,5,Cuba,Bednar and Sons
LDPE Granule,11/22/2025,58,Nicaragua,"Walsh, Fisher and Rutherford"
PET Flake,11/18/2024,52,Philippines,Bogisich-Jacobs
PET Flake,1/25/2025,75,France,Adams and Sons
HDPE Granule,5/30/2025,92,France,"Ortiz, Dooley and Ratke"
PET Flake,11/22/2025,34,Philippines,Kessler LLC
HDPE Granule,11/9/2024,85,Indonesia,McDermott-Hirthe
HDPE Granule,11/2/2025,4,Macedonia,"Crooks, Windler and Pagac"
PET Flake,5/2/2025,25,Luxembourg,Wunsch-Aufderhar
LDPE Granule,8/4/2025,92,Sudan,"Quigley, Langosh and Littel"
PET Flake,12/23/2024,39,China,Mosciski and Sons
LDPE Granule,12/7/2025,60,Philippines,"Lebsack, Fisher and Boehm"
LDPE Granule,1/13/2025,21,Sweden,McGlynn Group
HDPE Granule,8/24/2025,52,Poland,Beahan-Gislason
LDPE Granule,5/12/2025,13,Philippines,"Turner, Rau and Watsica"
HDPE Granule,1/19/2024,1,Brazil,"Kihn, Dach and Skiles"
PET Flake,1/27/2024,33,Russia,"Bogan, Jacobs and Considine"
HDPE Granule,8/7/2024,66,Sweden,Stehr-Connelly
PET Flake,6/26/2024,93,France,Treutel LLC
LDPE Granule,12/16/2025,16,Thailand,"Luettgen, Leannon and Graham"
HDPE Granule,6/17/2024,79,Canada,"Kuhlman, Thompson and Collins"
LDPE Granule,4/11/2025,100,Indonesia,Carter-Towne
LDPE Granule,3/25/2025,44,Russia,Wilderman-Lakin
HDPE Granule,3/1/2025,29,Peru,Grimes-Predovic
PET Flake,10/18/2025,92,Somalia,Lang-Schaden
HDPE Granule,7/9/2025,97,China,Zemlak-Harber
HDPE Granule,3/19/2025,48,Greece,Wilderman Inc
LDPE Granule,6/14/2025,9,Philippines,D'Amore Group
PET Flake,1/20/2025,66,Greece,Dickinson Group
PET Flake,5/16/2025,64,Japan,"Farrell, Reynolds and Hettinger"
LDPE Granule,10/16/2025,74,France,Koss LLC
PET Flake,3/16/2025,93,Philippines,Orn-Will
HDPE Granule,9/17/2025,51,Republic of the Congo,Gleichner and Sons
LDPE Granule,2/20/2025,68,Greece,"Haley, Metz and Brakus"
PET Flake,3/6/2024,15,Czech Republic,Mertz and Sons
LDPE Granule,9/2/2025,67,United Arab Emirates,Pfeffer Group
PET Flake,6/16/2024,83,China,Dibbert-Wilderman
HDPE Granule,10/21/2025,100,Greece,Mohr LLC
LDPE Granule,2/22/2025,61,Poland,Shanahan Group
HDPE Granule,7/18/2024,63,Cameroon,"Ledner, Nienow and O'Kon"
HDPE Granule,10/13/2025,28,Syria,"Hermann, Weber and Hegmann"
LDPE Granule,3/18/2025,15,Namibia,"Parisian, Beahan and Kozey"
HDPE Granule,12/13/2025,50,Zimbabwe,Weimann-Parker
HDPE Granule,2/25/2024,67,China,Armstrong-Stroman
PET Flake,4/25/2025,39,Russia,"Franecki, Block and Mann"
HDPE Granule,2/9/2025,45,Croatia,Gusikowski-Huel
LDPE Granule,9/18/2024,33,China,Lockman LLC
PET Flake,8/24/2025,57,Serbia,"Kuhic, Kerluke and Kub"
PET Flake,12/28/2025,3,Indonesia,"Jacobs, Collier and Murazik"
LDPE Granule,12/30/2024,21,China,"Will, Fay and Mayert"
PET Flake,4/8/2025,80,Pakistan,Kohler LLC
PET Flake,2/22/2025,55,Austria,"Hudson, Champlin and Strosin"
LDPE Granule,11/24/2024,35,China,Bechtelar-Cummerata
PET Flake,10/6/2025,10,Canada,Orn Group
LDPE Granule,11/2/2024,31,Togo,Mayert-Hoppe
HDPE Granule,10/16/2024,20,Finland,Batz Group
PET Flake,11/12/2025,95,Portugal,Hodkiewicz Group
HDPE Granule,5/29/2025,45,Philippines,Corkery-Senger
LDPE Granule,6/13/2025,48,Libya,Fadel and Sons
LDPE Granule,12/6/2024,47,Cuba,Hoppe-Blick
PET Flake,5/19/2024,80,China,"Mertz, Becker and McDermott"
LDPE Granule,11/10/2025,84,Madagascar,"Stoltenberg, Schneider and West"
PET Flake,7/10/2024,99,Indonesia,Kozey-Feeney
LDPE Granule,12/17/2025,23,China,"Hagenes, Kirlin and Romaguera"
HDPE Granule,6/9/2025,87,Ukraine,Treutel-Lemke
HDPE Granule,3/20/2024,59,Mexico,Gleichner Group
HDPE Granule,11/27/2025,41,Colombia,Bauch and Sons
HDPE Granule,7/26/2025,7,Sweden,Nader Inc
PET Flake,5/24/2024,100,Guatemala,"Krajcik, Stehr and O'Hara"
LDPE Granule,6/3/2025,74,China,Goldner LLC
PET Flake,8/21/2025,12,China,"Connelly, Lesch and Fay"
PET Flake,12/9/2025,41,Indonesia,Little-O'Keefe
HDPE Granule,1/19/2024,32,Germany,Murray Inc
PET Flake,12/19/2025,8,Russia,Lakin-Bosco
LDPE Granule,10/28/2025,39,Russia,Bogan-Little
LDPE Granule,11/1/2025,49,China,"Nolan, Reynolds and Kertzmann"
PET Flake,10/31/2024,93,Bulgaria,Simonis-Shields
LDPE Granule,2/10/2024,92,Philippines,Feest LLC
PET Flake,3/31/2025,20,Russia,Labadie-Gerlach
HDPE Granule,4/28/2025,88,China,"Prosacco, Bosco and Watsica"
HDPE Granule,9/27/2025,20,Haiti,"Davis, Littel and Yundt"
LDPE Granule,2/22/2024,25,Brazil,Bahringer and Sons
PET Flake,5/31/2025,23,Czech Republic,Ondricka-Hayes
LDPE Granule,5/8/2025,84,China,Gleason-Treutel
HDPE Granule,2/12/2024,22,Greece,Hoeger-Labadie
HDPE Granule,6/3/2025,72,Indonesia,"Rogahn, Medhurst and Herman"
HDPE Granule,1/10/2024,42,Kazakhstan,"Bednar, McLaughlin and Lynch"
HDPE Granule,6/16/2025,6,China,Fadel Inc
HDPE Granule,1/3/2025,30,United States,Emard-Mohr
LDPE Granule,3/22/2025,62,South Korea,Kris-Mante
LDPE Granule,4/17/2025,80,China,"Kemmer, Witting and Swift"
LDPE Granule,4/1/2025,67,Netherlands,Considine and Sons
PET Flake,4/8/2025,71,China,Deckow LLC
HDPE Granule,8/1/2024,50,Philippines,Abernathy-Schultz
HDPE Granule,8/14/2025,52,Poland,Boyer-Paucek
HDPE Granule,7/6/2025,64,Canada,Morar and Sons
HDPE Granule,7/20/2024,96,Philippines,Nitzsche-Kulas
LDPE Granule,4/3/2024,73,Angola,"Jones, Pouros and Stanton"
HDPE Granule,4/13/2024,98,China,Wiegand-O'Reilly
HDPE Granule,4/30/2025,93,Russia,Considine and Sons
PET Flake,1/19/2024,86,Finland,Jaskolski and Sons
PET Flake,12/19/2025,12,United States,Altenwerth-Cormier
LDPE Granule,1/25/2025,98,Russia,"Gerlach, Gleichner and Crona"
HDPE Granule,6/29/2025,1,Uzbekistan,Gislason-Bergstrom
LDPE Granule,7/13/2025,81,Peru,"Zboncak, Schulist and Smitham"
PET Flake,11/24/2024,73,Indonesia,"Gerlach, Kassulke and Runolfsson"
PET Flake,11/14/2024,4,China,Kirlin-Cremin
PET Flake,12/19/2025,3,Iraq,Balistreri Inc
PET Flake,6/13/2024,77,Thailand,"Schoen, Borer and Ullrich"
PET Flake,7/30/2024,92,Russia,Crooks and Sons
HDPE Granule,6/5/2025,82,Japan,Baumbach-Mann
PET Flake,7/3/2025,19,Saint Helena,"Rempel, Konopelski and Braun"
PET Flake,7/3/2025,53,Brazil,Hilpert and Sons
HDPE Granule,9/13/2025,88,Thailand,McCullough-Ernser
PET Flake,9/13/2024,47,Albania,Johns Group
LDPE Granule,1/24/2024,10,Sweden,Larson-Raynor
HDPE Granule,5/9/2024,35,Canada,Greenfelder LLC
LDPE Granule,1/26/2024,86,China,Hansen-Watsica
HDPE Granule,8/7/2024,85,Russia,Metz and Sons
HDPE Granule,2/17/2025,59,Bangladesh,McGlynn-Steuber
PET Flake,7/1/2024,40,China,Bogan Group
PET Flake,10/26/2025,20,France,Morar-Block
PET Flake,12/20/2024,63,Poland,"Kovacek, Beatty and Funk"
PET Flake,12/5/2024,65,Thailand,Grady Inc
PET Flake,1/30/2025,57,China,Denesik LLC
PET Flake,10/18/2024,23,Saudi Arabia,"Mertz, Fadel and Bogisich"
PET Flake,4/1/2024,94,Ivory Coast,Purdy-Prosacco
LDPE Granule,8/30/2024,22,Philippines,Berge and Sons
HDPE Granule,6/1/2024,40,China,Labadie and Sons
HDPE Granule,4/27/2025,13,Burkina Faso,Franecki-Mayer
LDPE Granule,11/19/2025,82,Russia,Orn-Blick
HDPE Granule,2/4/2024,74,Philippines,"Smitham, Hane and Kessler"
HDPE Granule,1/18/2025,47,United States,Breitenberg-Bradtke
LDPE Granule,9/19/2024,1,Brazil,Emard-Jakubowski
LDPE Granule,1/20/2025,28,Indonesia,Mohr and Sons
HDPE Granule,9/12/2024,51,Colombia,Fay-Bins
LDPE Granule,3/5/2025,3,El Salvador,Koepp and Sons
HDPE Granule,9/18/2025,26,Serbia,O'Hara-Schowalter
HDPE Granule,1/22/2025,98,Bosnia and Herzegovina,"Bartell, Baumbach and Mayert"
LDPE Granule,9/29/2024,10,Morocco,Hane-Sawayn
LDPE Granule,12/25/2024,46,China,"Willms, Okuneva and Hessel"
HDPE Granule,10/5/2025,56,Kuwait,"Rath, Huel and Waters"
PET Flake,11/30/2025,49,China,Hyatt LLC
PET Flake,5/1/2025,13,Japan,Bashirian-Adams
PET Flake,1/29/2025,91,Sweden,"Becker, Walsh and Gislason"
LDPE Granule,10/8/2024,39,Greece,Heller and Sons
HDPE Granule,4/7/2025,10,France,Cormier-Mitchell
HDPE Granule,11/5/2024,28,China,"Hermann, Ledner and Harvey"
